dataset_label,seed,sampling_strategy,poison_rate_percent,feature_selector,value_selector,selector,source,target_features,defense_method,sanitizer,defense_setting,detector_feature_mode,detector_top_k,detector_contamination,detector_removal_percent,benign_rows_scored,selected_features,total_poisoned_rows,total_clean_rows,removed_poisoned_rows,removed_clean_rows,removed_rows,poison_recall,poison_recall_percent,clean_false_positive_rate,clean_false_positive_rate_percent,poison_removal_precision_percent,detector_removal_budget_percent,attack_effectiveness_percent,backdoored_clean_accuracy_percent,clean_model_original_test_accuracy_percent,detector_metadata_path,source_mtime
EMBER2024 WIN64,43.0,random,1.0,combined_shap,combined_shap,CombinedSHAP*,Severi-derived,problem_space_conservative,hdbscan,HDBSCAN,hdbscan_hybrid_top32_scaled_mcs0p5pct_ms0p1pct_tmax10pct_keep0p2,hybrid,32,auto,,104000,32,2080,101920,147,42951,43098,0.07067307692307692,7.0673076923076925,0.42141875981161697,42.1418759811617,0.3410831129054713,41.440384615384616,7.642579116601795,98.55643932983584,100.0,/Users/falcon/Machine Learning/Defense GMM-Maha/results/experiment 1/ember2024_win64/seed_43/poison_rate_0p01/random-defense/attack_artifacts/ember2024_win64__lightgbm__combined_shap__combined_shap__problem_space_conservative/severi_detectors/hdbscan_hybrid_top32_scaled_mcs0p5pct_ms0p1pct_tmax10pct_keep0p2/severi_detector_metadata.json,1789642180.2116313
EMBER2024 WIN64,43.0,random,1.0,combined_shap,combined_shap,CombinedSHAP*,Severi-derived,problem_space_conservative,isolation_forest,Isolation Forest,isolation_forest_hybrid_top32_scaled_contam0p02,hybrid,32,0.02,,104000,32,2080,101920,15,2065,2080,0.007211538461538462,0.7211538461538461,0.020260989010989012,2.026098901098901,0.7211538461538461,2.0,7.642579116601795,98.55643932983584,100.0,/Users/falcon/Machine Learning/Defense GMM-Maha/results/experiment 1/ember2024_win64/seed_43/poison_rate_0p01/random-defense/attack_artifacts/ember2024_win64__lightgbm__combined_shap__combined_shap__problem_space_conservative/severi_detectors/isolation_forest_hybrid_top32_scaled_contam0p02/severi_detector_metadata.json,1789641780.8610263
EMBER2024 WIN64,43.0,random,1.0,combined_shap,combined_shap,CombinedSHAP*,Severi-derived,problem_space_conservative,spectral_signature,Spectral Signature,spectral_signature_hybrid_top32_scaled_remove2p,hybrid,32,auto,2.0,104000,32,2080,101920,0,2080,2080,0.0,0.0,0.02040816326530612,2.0408163265306123,0.0,2.0,7.642579116601795,98.55643932983584,100.0,/Users/falcon/Machine Learning/Defense GMM-Maha/results/experiment 1/ember2024_win64/seed_43/poison_rate_0p01/random-defense/attack_artifacts/ember2024_win64__lightgbm__combined_shap__combined_shap__problem_space_conservative/severi_detectors/spectral_signature_hybrid_top32_scaled_remove2p/severi_detector_metadata.json,1789641785.549775
EMBER2024 WIN64,43.0,random,1.0,shap_largest_abs,corr_count_abs_shap,CorrCountAbsSHAP,This work,problem_space_conservative,hdbscan,HDBSCAN,hdbscan_hybrid_top32_scaled_mcs0p5pct_ms0p1pct_tmax10pct_keep0p2,hybrid,32,auto,,104000,32,2080,101920,149,42295,42444,0.07163461538461538,7.163461538461538,0.41498233908948196,41.498233908948194,0.35105079634341724,40.81153846153846,10.822474191910644,98.59874767304112,100.0,/Users/falcon/Machine Learning/Defense GMM-Maha/results/experiment 1/ember2024_win64/seed_43/poison_rate_0p01/random-defense/attack_artifacts/ember2024_win64__lightgbm__shap_largest_abs__corr_count_abs_shap__problem_space_conservative/severi_detectors/hdbscan_hybrid_top32_scaled_mcs0p5pct_ms0p1pct_tmax10pct_keep0p2/severi_detector_metadata.json,1789642606.127165
EMBER2024 WIN64,43.0,random,1.0,shap_largest_abs,corr_count_abs_shap,CorrCountAbsSHAP,This work,problem_space_conservative,isolation_forest,Isolation Forest,isolation_forest_hybrid_top32_scaled_contam0p02,hybrid,32,0.02,,104000,32,2080,101920,27,2053,2080,0.012980769230769231,1.2980769230769231,0.020143249607535323,2.014324960753532,1.2980769230769231,2.0,10.822474191910644,98.59874767304112,100.0,/Users/falcon/Machine Learning/Defense GMM-Maha/results/experiment 1/ember2024_win64/seed_43/poison_rate_0p01/random-defense/attack_artifacts/ember2024_win64__lightgbm__shap_largest_abs__corr_count_abs_shap__problem_space_conservative/severi_detectors/isolation_forest_hybrid_top32_scaled_contam0p02/severi_detector_metadata.json,1789642188.584261
EMBER2024 WIN64,43.0,random,1.0,shap_largest_abs,corr_count_abs_shap,CorrCountAbsSHAP,This work,problem_space_conservative,spectral_signature,Spectral Signature,spectral_signature_hybrid_top32_scaled_remove2p,hybrid,32,auto,2.0,104000,32,2080,101920,0,2080,2080,0.0,0.0,0.02040816326530612,2.0408163265306123,0.0,2.0,10.822474191910644,98.59874767304112,100.0,/Users/falcon/Machine Learning/Defense GMM-Maha/results/experiment 1/ember2024_win64/seed_43/poison_rate_0p01/random-defense/attack_artifacts/ember2024_win64__lightgbm__shap_largest_abs__corr_count_abs_shap__problem_space_conservative/severi_detectors/spectral_signature_hybrid_top32_scaled_remove2p/severi_detector_metadata.json,1789642192.420622
EMBER2024 WIN64,43.0,random,1.0,shap_largest_abs,frequency_bounded_signed_shap,FrequencyBoundedSignedSHAP,This work,problem_space_conservative,hdbscan,HDBSCAN,hdbscan_hybrid_top32_scaled_mcs0p5pct_ms0p1pct_tmax10pct_keep0p2,hybrid,32,auto,,104000,32,2080,101920,19,42374,42393,0.009134615384615385,0.9134615384615385,0.4157574568288854,41.57574568288854,0.04481872007170995,40.7625,15.266542562193264,98.6393636825182,100.0,/Users/falcon/Machine Learning/Defense GMM-Maha/results/experiment 1/ember2024_win64/seed_43/poison_rate_0p01/random-defense/attack_artifacts/ember2024_win64__lightgbm__shap_largest_abs__frequency_bounded_signed_shap__problem_space_conservative/severi_detectors/hdbscan_hybrid_top32_scaled_mcs0p5pct_ms0p1pct_tmax10pct_keep0p2/severi_detector_metadata.json,1789642584.1161795
EMBER2024 WIN64,43.0,random,1.0,shap_largest_abs,frequency_bounded_signed_shap,FrequencyBoundedSignedSHAP,This work,problem_space_conservative,isolation_forest,Isolation Forest,isolation_forest_hybrid_top32_scaled_contam0p02,hybrid,32,0.02,,104000,32,2080,101920,1828,249,2077,0.8788461538461538,87.88461538461539,0.00244309262166405,0.244309262166405,88.01155512758787,1.9971153846153846,15.266542562193264,98.6393636825182,100.0,/Users/falcon/Machine Learning/Defense GMM-Maha/results/experiment 1/ember2024_win64/seed_43/poison_rate_0p01/random-defense/attack_artifacts/ember2024_win64__lightgbm__shap_largest_abs__frequency_bounded_signed_shap__problem_space_conservative/severi_detectors/isolation_forest_hybrid_top32_scaled_contam0p02/severi_detector_metadata.json,1789642230.7881687
EMBER2024 WIN64,43.0,random,1.0,shap_largest_abs,frequency_bounded_signed_shap,FrequencyBoundedSignedSHAP,This work,problem_space_conservative,spectral_signature,Spectral Signature,spectral_signature_hybrid_top32_scaled_remove2p,hybrid,32,auto,2.0,104000,32,2080,101920,0,2080,2080,0.0,0.0,0.02040816326530612,2.0408163265306123,0.0,2.0,15.266542562193264,98.6393636825182,100.0,/Users/falcon/Machine Learning/Defense GMM-Maha/results/experiment 1/ember2024_win64/seed_43/poison_rate_0p01/random-defense/attack_artifacts/ember2024_win64__lightgbm__shap_largest_abs__frequency_bounded_signed_shap__problem_space_conservative/severi_detectors/spectral_signature_hybrid_top32_scaled_remove2p/severi_detector_metadata.json,1789642235.375022
EMBER2024 WIN64,43.0,random,1.0,shap_largest_abs,low_shap_signed,LowSHAPSigned,This work,problem_space_conservative,hdbscan,HDBSCAN,hdbscan_hybrid_top32_scaled_mcs0p5pct_ms0p1pct_tmax10pct_keep0p2,hybrid,32,auto,,104000,32,2080,101920,1158,41846,43004,0.5567307692307693,55.67307692307693,0.41057692307692306,41.05769230769231,2.692772765324156,41.349999999999994,15.122694195295312,98.61228634286682,100.0,/Users/falcon/Machine Learning/Defense GMM-Maha/results/experiment 1/ember2024_win64/seed_43/poison_rate_0p01/random-defense/attack_artifacts/ember2024_win64__lightgbm__shap_largest_abs__low_shap_signed__problem_space_conservative/severi_detectors/hdbscan_hybrid_top32_scaled_mcs0p5pct_ms0p1pct_tmax10pct_keep0p2/severi_detector_metadata.json,1789642731.2997172
EMBER2024 WIN64,43.0,random,1.0,shap_largest_abs,low_shap_signed,LowSHAPSigned,This work,problem_space_conservative,isolation_forest,Isolation Forest,isolation_forest_hybrid_top32_scaled_contam0p02,hybrid,32,0.02,,104000,32,2080,101920,2034,45,2079,0.9778846153846154,97.78846153846153,0.0004415227629513344,0.04415227629513344,97.83549783549783,1.9990384615384615,15.122694195295312,98.61228634286682,100.0,/Users/falcon/Machine Learning/Defense GMM-Maha/results/experiment 1/ember2024_win64/seed_43/poison_rate_0p01/random-defense/attack_artifacts/ember2024_win64__lightgbm__shap_largest_abs__low_shap_signed__problem_space_conservative/severi_detectors/isolation_forest_hybrid_top32_scaled_contam0p02/severi_detector_metadata.json,1789642245.6884625
EMBER2024 WIN64,43.0,random,1.0,shap_largest_abs,low_shap_signed,LowSHAPSigned,This work,problem_space_conservative,spectral_signature,Spectral Signature,spectral_signature_hybrid_top32_scaled_remove2p,hybrid,32,auto,2.0,104000,32,2080,101920,419,1661,2080,0.2014423076923077,20.14423076923077,0.016297095761381476,1.6297095761381477,20.14423076923077,2.0,15.122694195295312,98.61228634286682,100.0,/Users/falcon/Machine Learning/Defense GMM-Maha/results/experiment 1/ember2024_win64/seed_43/poison_rate_0p01/random-defense/attack_artifacts/ember2024_win64__lightgbm__shap_largest_abs__low_shap_signed__problem_space_conservative/severi_detectors/spectral_signature_hybrid_top32_scaled_remove2p/severi_detector_metadata.json,1789642249.2074468
EMBER2024 WIN64,43.0,random,1.0,shap_largest_abs,min_population_new,MinPopulation*,Severi-derived,problem_space_conservative,hdbscan,HDBSCAN,hdbscan_hybrid_top32_scaled_mcs0p5pct_ms0p1pct_tmax10pct_keep0p2,hybrid,32,auto,,104000,32,2080,101920,1301,43636,44937,0.6254807692307692,62.54807692307692,0.4281397174254317,42.813971742543174,2.8951643411887757,43.208653846153844,14.345913014046369,98.61567101032324,100.0,/Users/falcon/Machine Learning/Defense GMM-Maha/results/experiment 1/ember2024_win64/seed_43/poison_rate_0p01/random-defense/attack_artifacts/ember2024_win64__lightgbm__shap_largest_abs__min_population_new__problem_space_conservative/severi_detectors/hdbscan_hybrid_top32_scaled_mcs0p5pct_ms0p1pct_tmax10pct_keep0p2/severi_detector_metadata.json,1789643096.5789597
EMBER2024 WIN64,43.0,random,1.0,shap_largest_abs,min_population_new,MinPopulation*,Severi-derived,problem_space_conservative,isolation_forest,Isolation Forest,isolation_forest_hybrid_top32_scaled_contam0p02,hybrid,32,0.02,,104000,32,2080,101920,2080,0,2080,1.0,100.0,0.0,0.0,100.0,2.0,14.345913014046369,98.61567101032324,100.0,/Users/falcon/Machine Learning/Defense GMM-Maha/results/experiment 1/ember2024_win64/seed_43/poison_rate_0p01/random-defense/attack_artifacts/ember2024_win64__lightgbm__shap_largest_abs__min_population_new__problem_space_conservative/severi_detectors/isolation_forest_hybrid_top32_scaled_contam0p02/severi_detector_metadata.json,1789642618.8098707
EMBER2024 WIN64,43.0,random,1.0,shap_largest_abs,min_population_new,MinPopulation*,Severi-derived,problem_space_conservative,spectral_signature,Spectral Signature,spectral_signature_hybrid_top32_scaled_remove2p,hybrid,32,auto,2.0,104000,32,2080,101920,29,2051,2080,0.013942307692307693,1.3942307692307694,0.020123626373626375,2.0123626373626373,1.3942307692307694,2.0,14.345913014046369,98.61567101032324,100.0,/Users/falcon/Machine Learning/Defense GMM-Maha/results/experiment 1/ember2024_win64/seed_43/poison_rate_0p01/random-defense/attack_artifacts/ember2024_win64__lightgbm__shap_largest_abs__min_population_new__problem_space_conservative/severi_detectors/spectral_signature_hybrid_top32_scaled_remove2p/severi_detector_metadata.json,1789642624.3596306
EMBER2024 WIN64,43.0,random,1.0,shap_largest_abs,quantile_95,Quantile95,This work,problem_space_conservative,hdbscan,HDBSCAN,hdbscan_hybrid_top32_scaled_mcs0p5pct_ms0p1pct_tmax10pct_keep0p2,hybrid,32,auto,,104000,32,2080,101920,831,41983,42814,0.3995192307692308,39.95192307692308,0.41192111459968606,41.19211145996861,1.94095389358621,41.167307692307695,8.46674564224065,98.6393636825182,100.0,/Users/falcon/Machine Learning/Defense GMM-Maha/results/experiment 1/ember2024_win64/seed_43/poison_rate_0p01/random-defense/attack_artifacts/ember2024_win64__lightgbm__shap_largest_abs__quantile_95__problem_space_conservative/severi_detectors/hdbscan_hybrid_top32_scaled_mcs0p5pct_ms0p1pct_tmax10pct_keep0p2/severi_detector_metadata.json,1789642965.0032628
EMBER2024 WIN64,43.0,random,1.0,shap_largest_abs,quantile_95,Quantile95,This work,problem_space_conservative,isolation_forest,Isolation Forest,isolation_forest_hybrid_top32_scaled_contam0p02,hybrid,32,0.02,,104000,32,2080,101920,606,1474,2080,0.29134615384615387,29.134615384615387,0.01446232339089482,1.446232339089482,29.134615384615387,2.0,8.46674564224065,98.6393636825182,100.0,/Users/falcon/Machine Learning/Defense GMM-Maha/results/experiment 1/ember2024_win64/seed_43/poison_rate_0p01/random-defense/attack_artifacts/ember2024_win64__lightgbm__shap_largest_abs__quantile_95__problem_space_conservative/severi_detectors/isolation_forest_hybrid_top32_scaled_contam0p02/severi_detector_metadata.json,1789642593.1613982
EMBER2024 WIN64,43.0,random,1.0,shap_largest_abs,quantile_95,Quantile95,This work,problem_space_conservative,spectral_signature,Spectral Signature,spectral_signature_hybrid_top32_scaled_remove2p,hybrid,32,auto,2.0,104000,32,2080,101920,274,1806,2080,0.13173076923076923,13.173076923076923,0.01771978021978022,1.771978021978022,13.173076923076923,2.0,8.46674564224065,98.6393636825182,100.0,/Users/falcon/Machine Learning/Defense GMM-Maha/results/experiment 1/ember2024_win64/seed_43/poison_rate_0p01/random-defense/attack_artifacts/ember2024_win64__lightgbm__shap_largest_abs__quantile_95__problem_space_conservative/severi_detectors/spectral_signature_hybrid_top32_scaled_remove2p/severi_detector_metadata.json,1789642597.7387574
