dataset_label,seed,sampling_strategy,poison_rate_train,poison_rate_percent,feature_selector,value_selector,selector,source,target_features,defense_method,sanitizer,defense_setting,detector_feature_mode,detector_top_k,detector_contamination,detector_removal_percent,benign_rows_scored,selected_features,total_poisoned_rows,total_clean_rows,removed_poisoned_rows,removed_clean_rows,removed_rows,poison_recall,poison_recall_percent,clean_false_positive_rate,clean_false_positive_rate_percent,poison_removal_precision_percent,detector_removal_budget_percent,detector_metadata_path,source_mtime,asr_percent,backdoored_clean_accuracy_percent
EMBER2018,43,random,0.01,1.0,shap_largest_abs,min_population_new,MinPopulation*,Severi-derived,problem_space_conservative,hdbscan,HDBSCAN,hdbscan_hybrid_top32_scaled_mcs0p5pct_ms0p1pct_tmax10pct_keep0p2,hybrid,32,auto,,60000,32,1200,58800,867,21484,22351,0.7225,72.25,0.3653741496598639,36.53741496598639,3.879021072882645,37.251666666666665,/Users/falcon/Machine Learning/Defense GMM-Maha/results/experiment 2/ember2018/seed_43/poison_rate_0p01/random-defense/attack_artifacts/ember__lightgbm__shap_largest_abs__min_population_new__problem_space_conservative/severi_detectors/hdbscan_hybrid_top32_scaled_mcs0p5pct_ms0p1pct_tmax10pct_keep0p2/severi_detector_metadata.json,1789636533.303495,93.44053511151608,99.74838990246224
EMBER2018,43,random,0.01,1.0,shap_largest_abs,quantile_95,Quantile95,This work,problem_space_conservative,hdbscan,HDBSCAN,hdbscan_hybrid_top32_scaled_mcs0p5pct_ms0p1pct_tmax10pct_keep0p2,hybrid,32,auto,,60000,32,1200,58800,367,26809,27176,0.3058333333333333,30.583333333333336,0.4559353741496598,45.593537414965986,1.3504562849573152,45.29333333333334,/Users/falcon/Machine Learning/Defense GMM-Maha/results/experiment 2/ember2018/seed_43/poison_rate_0p01/random-defense/attack_artifacts/ember__lightgbm__shap_largest_abs__quantile_95__problem_space_conservative/severi_detectors/hdbscan_hybrid_top32_scaled_mcs0p5pct_ms0p1pct_tmax10pct_keep0p2/severi_detector_metadata.json,1789636542.666218,60.686698834103005,99.75460249746318
EMBER2018,43,random,0.01,1.0,shap_largest_abs,argmin_Nv_sum_abs_shap,CountAbsSHAP*,Severi-derived,problem_space_conservative,isolation_forest,Isolation Forest,isolation_forest_hybrid_top32_scaled_contam0p02,hybrid,32,0.02,,60000,32,1200,58800,1194,6,1200,0.995,99.5,0.0001020408163265,0.010204081632653,99.5,2.0,/Users/falcon/Machine Learning/Defense GMM-Maha/results/experiment 2/ember2018/seed_43/poison_rate_0p01/random-defense/attack_artifacts/ember__lightgbm__shap_largest_abs__argmin_Nv_sum_abs_shap__problem_space_conservative/severi_detectors/isolation_forest_hybrid_top32_scaled_contam0p02/severi_detector_metadata.json,1789636166.6131513,93.4519248690178,99.72043322495806
EMBER2018,43,random,0.01,1.0,shap_largest_abs,benign_prototype,BenignPrototype,This work,problem_space_conservative,isolation_forest,Isolation Forest,isolation_forest_hybrid_top32_scaled_contam0p02,hybrid,32,0.02,,60000,32,1200,58800,1,1199,1200,0.0008333333333333,0.0833333333333333,0.020391156462585,2.0391156462585034,0.0833333333333333,2.0,/Users/falcon/Machine Learning/Defense GMM-Maha/results/experiment 2/ember2018/seed_43/poison_rate_0p01/random-defense/attack_artifacts/ember__lightgbm__shap_largest_abs__benign_prototype__problem_space_conservative/severi_detectors/isolation_forest_hybrid_top32_scaled_contam0p02/severi_detector_metadata.json,1789636265.4622123,8.896436041334466,99.73078754995962
EMBER2018,43,random,0.01,1.0,combined_shap,combined_shap,CombinedSHAP*,Severi-derived,problem_space_conservative,isolation_forest,Isolation Forest,isolation_forest_hybrid_top32_scaled_contam0p02,hybrid,32,0.02,,60000,32,1200,58800,1,1199,1200,0.0008333333333333,0.0833333333333333,0.020391156462585,2.0391156462585034,0.0833333333333333,2.0,/Users/falcon/Machine Learning/Defense GMM-Maha/results/experiment 2/ember2018/seed_43/poison_rate_0p01/random-defense/attack_artifacts/ember__lightgbm__combined_shap__combined_shap__problem_space_conservative/severi_detectors/isolation_forest_hybrid_top32_scaled_contam0p02/severi_detector_metadata.json,1789636265.1709402,45.3519435068028,99.73389384746008
EMBER2018,43,random,0.01,1.0,shap_largest_abs,corr_count_abs_shap,CorrCountAbsSHAP,This work,problem_space_conservative,isolation_forest,Isolation Forest,isolation_forest_hybrid_top32_scaled_contam0p02,hybrid,32,0.02,,60000,32,1200,58800,8,1192,1200,0.0066666666666666,0.6666666666666667,0.0202721088435374,2.0272108843537415,0.6666666666666667,2.0,/Users/falcon/Machine Learning/Defense GMM-Maha/results/experiment 2/ember2018/seed_43/poison_rate_0p01/random-defense/attack_artifacts/ember__lightgbm__shap_largest_abs__corr_count_abs_shap__problem_space_conservative/severi_detectors/isolation_forest_hybrid_top32_scaled_contam0p02/severi_detector_metadata.json,1789636271.505589,54.75470604071321,99.72250408995838
EMBER2018,43,random,0.01,1.0,shap_largest_abs,frequency_bounded_signed_shap,FrequencyBoundedSignedSHAP,This work,problem_space_conservative,isolation_forest,Isolation Forest,isolation_forest_hybrid_top32_scaled_contam0p02,hybrid,32,0.02,,60000,32,1200,58800,790,410,1200,0.6583333333333333,65.83333333333333,0.0069727891156462,0.6972789115646258,65.83333333333333,2.0,/Users/falcon/Machine Learning/Defense GMM-Maha/results/experiment 2/ember2018/seed_43/poison_rate_0p01/random-defense/attack_artifacts/ember__lightgbm__shap_largest_abs__frequency_bounded_signed_shap__problem_space_conservative/severi_detectors/isolation_forest_hybrid_top32_scaled_contam0p02/severi_detector_metadata.json,1789636403.8000052,68.26192300523928,99.71836235995777
EMBER2018,43,random,0.01,1.0,shap_largest_abs,low_shap_signed,LowSHAPSigned,This work,problem_space_conservative,isolation_forest,Isolation Forest,isolation_forest_hybrid_top32_scaled_contam0p02,hybrid,32,0.02,,60000,32,1200,58800,1134,66,1200,0.945,94.5,0.0011224489795918,0.1122448979591836,94.5,2.0,/Users/falcon/Machine Learning/Defense GMM-Maha/results/experiment 2/ember2018/seed_43/poison_rate_0p01/random-defense/attack_artifacts/ember__lightgbm__shap_largest_abs__low_shap_signed__problem_space_conservative/severi_detectors/isolation_forest_hybrid_top32_scaled_contam0p02/severi_detector_metadata.json,1789636326.3509586,66.66114435999917,99.70386630495558
EMBER2018,43,random,0.01,1.0,shap_largest_abs,min_population_new,MinPopulation*,Severi-derived,problem_space_conservative,isolation_forest,Isolation Forest,isolation_forest_hybrid_top32_scaled_contam0p02,hybrid,32,0.02,,60000,32,1200,58800,1191,8,1199,0.9925,99.25,0.0001360544217687,0.0136054421768707,99.33277731442868,1.9983333333333333,/Users/falcon/Machine Learning/Defense GMM-Maha/results/experiment 2/ember2018/seed_43/poison_rate_0p01/random-defense/attack_artifacts/ember__lightgbm__shap_largest_abs__min_population_new__problem_space_conservative/severi_detectors/isolation_forest_hybrid_top32_scaled_contam0p02/severi_detector_metadata.json,1789636408.9240584,93.44053511151608,99.74838990246224
EMBER2018,43,random,0.01,1.0,shap_largest_abs,quantile_95,Quantile95,This work,problem_space_conservative,isolation_forest,Isolation Forest,isolation_forest_hybrid_top32_scaled_contam0p02,hybrid,32,0.02,,60000,32,1200,58800,404,796,1200,0.3366666666666666,33.666666666666664,0.0135374149659863,1.3537414965986394,33.666666666666664,2.0,/Users/falcon/Machine Learning/Defense GMM-Maha/results/experiment 2/ember2018/seed_43/poison_rate_0p01/random-defense/attack_artifacts/ember__lightgbm__shap_largest_abs__quantile_95__problem_space_conservative/severi_detectors/isolation_forest_hybrid_top32_scaled_contam0p02/severi_detector_metadata.json,1789636446.7996857,60.686698834103005,99.75460249746318
EMBER2018,43,random,0.01,1.0,shap_largest_abs,argmin_Nv_sum_abs_shap,CountAbsSHAP*,Severi-derived,problem_space_conservative,spectral_signature,Spectral Signature,spectral_signature_hybrid_top32_scaled_remove2p,hybrid,32,auto,2.0,60000,32,1200,58800,0,1200,1200,0.0,0.0,0.0204081632653061,2.0408163265306123,0.0,2.0,/Users/falcon/Machine Learning/Defense GMM-Maha/results/experiment 2/ember2018/seed_43/poison_rate_0p01/random-defense/attack_artifacts/ember__lightgbm__shap_largest_abs__argmin_Nv_sum_abs_shap__problem_space_conservative/severi_detectors/spectral_signature_hybrid_top32_scaled_remove2p/severi_detector_metadata.json,1789636171.283644,93.4519248690178,99.72043322495806
EMBER2018,43,random,0.01,1.0,shap_largest_abs,benign_prototype,BenignPrototype,This work,problem_space_conservative,spectral_signature,Spectral Signature,spectral_signature_hybrid_top32_scaled_remove2p,hybrid,32,auto,2.0,60000,32,1200,58800,3,1197,1200,0.0025,0.25,0.0203571428571428,2.035714285714286,0.25,2.0,/Users/falcon/Machine Learning/Defense GMM-Maha/results/experiment 2/ember2018/seed_43/poison_rate_0p01/random-defense/attack_artifacts/ember__lightgbm__shap_largest_abs__benign_prototype__problem_space_conservative/severi_detectors/spectral_signature_hybrid_top32_scaled_remove2p/severi_detector_metadata.json,1789636270.1411796,8.896436041334466,99.73078754995962
EMBER2018,43,random,0.01,1.0,combined_shap,combined_shap,CombinedSHAP*,Severi-derived,problem_space_conservative,spectral_signature,Spectral Signature,spectral_signature_hybrid_top32_scaled_remove2p,hybrid,32,auto,2.0,60000,32,1200,58800,10,1190,1200,0.0083333333333333,0.8333333333333334,0.0202380952380952,2.0238095238095237,0.8333333333333334,2.0,/Users/falcon/Machine Learning/Defense GMM-Maha/results/experiment 2/ember2018/seed_43/poison_rate_0p01/random-defense/attack_artifacts/ember__lightgbm__combined_shap__combined_shap__problem_space_conservative/severi_detectors/spectral_signature_hybrid_top32_scaled_remove2p/severi_detector_metadata.json,1789636270.1923208,45.3519435068028,99.73389384746008
EMBER2018,43,random,0.01,1.0,shap_largest_abs,corr_count_abs_shap,CorrCountAbsSHAP,This work,problem_space_conservative,spectral_signature,Spectral Signature,spectral_signature_hybrid_top32_scaled_remove2p,hybrid,32,auto,2.0,60000,32,1200,58800,3,1197,1200,0.0025,0.25,0.0203571428571428,2.035714285714286,0.25,2.0,/Users/falcon/Machine Learning/Defense GMM-Maha/results/experiment 2/ember2018/seed_43/poison_rate_0p01/random-defense/attack_artifacts/ember__lightgbm__shap_largest_abs__corr_count_abs_shap__problem_space_conservative/severi_detectors/spectral_signature_hybrid_top32_scaled_remove2p/severi_detector_metadata.json,1789636279.9755683,54.75470604071321,99.72250408995838
EMBER2018,43,random,0.01,1.0,shap_largest_abs,frequency_bounded_signed_shap,FrequencyBoundedSignedSHAP,This work,problem_space_conservative,spectral_signature,Spectral Signature,spectral_signature_hybrid_top32_scaled_remove2p,hybrid,32,auto,2.0,60000,32,1200,58800,0,1200,1200,0.0,0.0,0.0204081632653061,2.0408163265306123,0.0,2.0,/Users/falcon/Machine Learning/Defense GMM-Maha/results/experiment 2/ember2018/seed_43/poison_rate_0p01/random-defense/attack_artifacts/ember__lightgbm__shap_largest_abs__frequency_bounded_signed_shap__problem_space_conservative/severi_detectors/spectral_signature_hybrid_top32_scaled_remove2p/severi_detector_metadata.json,1789636407.6973562,68.26192300523928,99.71836235995777
EMBER2018,43,random,0.01,1.0,shap_largest_abs,low_shap_signed,LowSHAPSigned,This work,problem_space_conservative,spectral_signature,Spectral Signature,spectral_signature_hybrid_top32_scaled_remove2p,hybrid,32,auto,2.0,60000,32,1200,58800,0,1200,1200,0.0,0.0,0.0204081632653061,2.0408163265306123,0.0,2.0,/Users/falcon/Machine Learning/Defense GMM-Maha/results/experiment 2/ember2018/seed_43/poison_rate_0p01/random-defense/attack_artifacts/ember__lightgbm__shap_largest_abs__low_shap_signed__problem_space_conservative/severi_detectors/spectral_signature_hybrid_top32_scaled_remove2p/severi_detector_metadata.json,1789636330.8218317,66.66114435999917,99.70386630495558
EMBER2018,43,random,0.01,1.0,shap_largest_abs,min_population_new,MinPopulation*,Severi-derived,problem_space_conservative,spectral_signature,Spectral Signature,spectral_signature_hybrid_top32_scaled_remove2p,hybrid,32,auto,2.0,60000,32,1200,58800,0,1200,1200,0.0,0.0,0.0204081632653061,2.0408163265306123,0.0,2.0,/Users/falcon/Machine Learning/Defense GMM-Maha/results/experiment 2/ember2018/seed_43/poison_rate_0p01/random-defense/attack_artifacts/ember__lightgbm__shap_largest_abs__min_population_new__problem_space_conservative/severi_detectors/spectral_signature_hybrid_top32_scaled_remove2p/severi_detector_metadata.json,1789636412.8290515,93.44053511151608,99.74838990246224
EMBER2018,43,random,0.01,1.0,shap_largest_abs,quantile_95,Quantile95,This work,problem_space_conservative,spectral_signature,Spectral Signature,spectral_signature_hybrid_top32_scaled_remove2p,hybrid,32,auto,2.0,60000,32,1200,58800,0,1200,1200,0.0,0.0,0.0204081632653061,2.0408163265306123,0.0,2.0,/Users/falcon/Machine Learning/Defense GMM-Maha/results/experiment 2/ember2018/seed_43/poison_rate_0p01/random-defense/attack_artifacts/ember__lightgbm__shap_largest_abs__quantile_95__problem_space_conservative/severi_detectors/spectral_signature_hybrid_top32_scaled_remove2p/severi_detector_metadata.json,1789636450.7233982,60.686698834103005,99.75460249746318
